PHASE,K,n,seed,R,count
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,24,10
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,26,3
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,27,5
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,28,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,29,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,30,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,32,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,34,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,36,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,0,3384
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,1,46380
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,2,27837
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,3,7508
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,4,7540
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,5,1699
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,6,2535
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,7,565
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,8,1074
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,9,319
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,10,380
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,11,78
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,12,301
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,13,57
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,14,91
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,15,46
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,16,72
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,17,13
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,18,45
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,19,6
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,20,15
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,21,6
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,22,9
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,23,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,24,16
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,26,3
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,27,4
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,28,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,30,5
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,32,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,33,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,34,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,36,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,37,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,42,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,44,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,24,260828024,46,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,0,1264
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,1,48222
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,2,28513
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,3,7537
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,4,7292
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,5,1559
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,6,2566
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,7,554
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,8,1028
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,9,307
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,10,354
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,11,95
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,12,282
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,13,51
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,14,94
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,15,41
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,16,88
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,17,18
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,18,49
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,19,7
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,20,18
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,21,4
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,22,11
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,23,3
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,24,18
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,25,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,26,8
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,27,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,28,4
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,30,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,31,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,33,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,34,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,36,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,39,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,26,260828026,46,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,0,493
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,1,49302
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,2,28588
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,3,7333
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,4,7289
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,5,1528
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,6,2453
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,7,521
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,8,1046
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,9,312
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,10,329
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,11,94
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,12,280
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,13,52
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,14,95
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,15,45
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,16,79
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,17,17
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,18,38
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,19,13
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,20,23
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,21,9
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,22,15
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,23,3
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,24,18
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,25,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,26,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,27,3
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,28,5
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,30,4
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,32,4
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,34,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,36,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,38,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,28,260828028,39,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,0,174
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,1,50490
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,2,28701
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,3,7167
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,4,6918
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,5,1451
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,6,2306
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,7,442
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,8,990
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,9,312
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,10,296
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,11,92
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,12,275
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,13,50
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,14,90
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,15,42
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,16,56
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,17,9
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,18,34
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,19,9
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,20,28
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,21,10
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,22,8
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,23,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,24,13
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,25,4
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,26,6
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,27,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,28,5
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,29,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,30,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,32,4
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,33,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,34,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,35,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,36,5
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,40,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,30,260828030,61,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,0,66
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,1,51525
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,2,28516
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,3,6958
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,4,6896
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,5,1295
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,6,2196
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,7,456
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,8,850
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,9,248
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,10,308
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,11,81
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,12,263
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,13,36
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,14,73
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,15,34
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,16,66
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,17,13
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,18,38
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,19,7
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,20,19
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,21,12
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,22,12
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,23,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,24,7
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,25,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,26,4
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,27,3
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,28,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,29,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,30,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,32,3
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,34,3
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,36,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,32,260828032,40,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,34,260828034,0,12
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,34,260828034,1,52575
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,34,260828034,2,28412
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,34,260828034,3,6902
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,34,260828034,4,6570
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,34,260828034,5,1229
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,34,260828034,6,2032
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,34,260828034,7,372
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,34,260828034,8,804
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,34,260828034,9,242
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,34,260828034,10,257
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,34,260828034,11,73
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,34,260828034,12,219
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,34,260828034,13,26
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,34,260828034,14,67
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,34,260828034,15,38
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,34,260828034,16,57
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,34,260828034,17,9
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,34,260828034,18,28
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,34,260828034,19,6
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,34,260828034,20,23
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,34,260828034,21,9
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,34,260828034,22,8
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,34,260828034,23,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,34,260828034,24,9
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,34,260828034,26,4
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,34,260828034,27,6
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,34,260828034,28,3
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,34,260828034,29,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,34,260828034,30,3
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,34,260828034,32,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,34,260828034,36,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,0,3
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,1,53305
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,2,28449
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,3,6724
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,4,6261
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,5,1226
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,6,2000
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,7,361
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,8,691
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,9,230
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,10,229
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,11,60
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,12,205
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,13,26
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,14,56
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,15,25
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,16,45
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,17,9
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,18,36
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,19,3
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,20,13
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,21,7
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,22,6
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,23,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,24,7
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,25,4
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,26,3
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,27,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,28,4
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,30,4
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,36,260828036,32,1
