PHASE,K,n,seed,R,count
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,2,28726
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,3,7182
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,4,6938
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,5,1466
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,6,2319
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,7,450
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,8,1002
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,9,316
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,10,299
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,11,93
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,12,281
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,13,51
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,14,92
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,15,43
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,16,58
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,17,10
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,18,36
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,19,11
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,20,30
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,21,13
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,22,8
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,23,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,24,14
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,25,5
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,26,6
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,27,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,28,5
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,29,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,30,4
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,32,4
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,33,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,34,3
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,35,3
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,36,5
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,40,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,59,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,30,260828030,61,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,0,0
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,1,51534
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,2,28531
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,3,6966
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,4,6905
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,5,1299
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,6,2201
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,7,459
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,8,853
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,9,249
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,10,309
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,11,82
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,12,263
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,13,37
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,14,75
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,15,35
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,16,66
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,17,13
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,18,38
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,19,7
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,20,20
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,21,12
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,22,12
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,23,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,24,8
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,25,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,26,4
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,27,3
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,28,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,29,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,30,3
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,32,3
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,34,3
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,36,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,32,260828032,40,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,34,260828034,0,0
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,34,260828034,1,52576
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,34,260828034,2,28418
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,34,260828034,3,6904
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,34,260828034,4,6570
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,34,260828034,5,1230
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,34,260828034,6,2032
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,34,260828034,7,373
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,34,260828034,8,805
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,34,260828034,9,242
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,34,260828034,10,257
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,34,260828034,11,73
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,34,260828034,12,219
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,34,260828034,13,26
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,34,260828034,14,67
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,34,260828034,15,38
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,34,260828034,16,57
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,34,260828034,17,9
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,34,260828034,18,28
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,34,260828034,19,6
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,34,260828034,20,23
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,34,260828034,21,9
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,34,260828034,22,8
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,34,260828034,23,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,34,260828034,24,9
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,34,260828034,26,4
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,34,260828034,27,6
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,34,260828034,28,3
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,34,260828034,29,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,34,260828034,30,3
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,34,260828034,32,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,34,260828034,36,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,0,0
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,1,53305
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,2,28449
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,3,6724
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,4,6262
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,5,1226
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,6,2000
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,7,361
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,8,691
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,9,231
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,10,229
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,11,60
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,12,205
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,13,26
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,14,56
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,15,25
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,16,45
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,17,10
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,18,36
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,19,3
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,20,13
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,21,7
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,22,6
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,23,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,24,7
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,25,4
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,26,3
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,27,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,28,4
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,30,4
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,32,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,34,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,36,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,36,260828036,39,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,0,0
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,1,54107
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,2,28253
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,3,6520
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,4,6304
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,5,1096
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,6,1878
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,7,315
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,8,709
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,9,201
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,10,178
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,11,54
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,12,179
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,13,28
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,14,39
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,15,14
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,16,43
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,17,10
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,18,24
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,19,5
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,20,11
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,21,4
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,22,5
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,23,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,24,9
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,25,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,26,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,27,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,28,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,30,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,31,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,32,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,33,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,36,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,48,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,38,260828038,51,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,40,260828040,0,0
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,40,260828040,1,55046
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,40,260828040,2,28271
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,40,260828040,3,6219
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,40,260828040,4,6080
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,40,260828040,5,992
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,40,260828040,6,1707
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,40,260828040,7,284
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,40,260828040,8,652
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,40,260828040,9,175
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,40,260828040,10,168
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,40,260828040,11,40
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,40,260828040,12,179
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,40,260828040,13,20
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,40,260828040,14,37
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,40,260828040,15,21
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,40,260828040,16,39
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,40,260828040,17,7
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,40,260828040,18,29
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,40,260828040,19,4
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,40,260828040,20,10
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,40,260828040,21,5
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,40,260828040,22,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,40,260828040,24,4
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,40,260828040,25,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,40,260828040,26,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,40,260828040,27,4
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,40,260828040,42,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,2,40,260828040,47,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,20,260828020,0,14131
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,20,260828020,1,41377
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,20,260828020,2,25433
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,20,260828020,3,6557
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,20,260828020,4,6875
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,20,260828020,5,1477
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,20,260828020,6,2116
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,20,260828020,7,433
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,20,260828020,8,819
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,20,260828020,9,183
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,20,260828020,10,218
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,20,260828020,11,53
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,20,260828020,12,168
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,20,260828020,13,28
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,20,260828020,14,50
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,20,260828020,15,21
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,20,260828020,16,23
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,20,260828020,17,5
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,20,260828020,18,14
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,20,260828020,19,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,20,260828020,20,7
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,20,260828020,21,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,20,260828020,22,3
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,20,260828020,24,3
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,20,260828020,26,1
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,20,260828020,28,2
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,0,7140
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,1,44033
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,2,27136
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,3,7397
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,4,7478
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,5,1614
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,6,2423
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,7,529
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,8,1013
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,9,295
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,10,354
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,11,87
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,12,232
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,13,30
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,14,72
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,15,36
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,16,43
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,17,9
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,18,22
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,19,4
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,20,14
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,21,7
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,22,5
POST_HOC_EXPLORATORY_K_ROBUSTNESS_OF_COMPETITION_PEAK,3,22,260828022,23,1
