PHASE,method,n,r,count,p_given_E,p_given_E_ci95_low,p_given_E_ci95_high,q_given_tie,q_given_tie_ci95_low,q_given_tie_ci95_high
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,1,51525,0.51559028959113018,0.5124912588073669,0.51868812184079283,NA,NA,NA
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,2,28516,0.28534832989773251,0.28255682681639538,0.28815633474735791,0.58906401702162825,0.58467430085487038,0.59343959909736876
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,3,6958,0.06962595312906518,0.068064443931159041,0.071220548176223558,0.14373360325559298,0.1406367343981611,0.14688701011620958
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,4,6896,0.069005543658814825,0.067450580055407092,0.070593640806670091,0.14245284967671301,0.13936770926489406,0.14559473134201079
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,5,1295,0.012958552644745531,0.012275844655789549,0.013678702900548099,0.02675122394596046,0.025350971104409165,0.028226579410302519
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,6,2196,0.021974503172093582,0.021083788630210598,0.022901966861936962,0.04536346547129666,0.043545486853471572,0.047253593026186751
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,7,456,0.0045630115876478475,0.0041637761341242101,0.005000334731708988,0.0094197359995042244,0.0085973198645143065,0.010320005192716562
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,8,850,0.0085056137050453298,0.0079548403639099364,0.0090941716414450185,0.017558718420128488,0.016426422464483753,0.018767575811158843
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,9,248,0.0024816378810014611,0.0021916996211925233,0.0028098238410352804,0.0051230143155198415,0.0045251318659793134,0.0057994316952372392
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,10,308,0.0030820341425340726,0.002756942488902593,0.0034453273397498435,0.0063624532628230287,0.0056922778554632002,0.007110966906526712
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,11,81,0.00081053495306902552,0.00065224441325260755,0.0010072016624266332,0.0016732425788593031,0.0013465738774565022,0.0020789936749408639
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,12,263,0.0026317369463846139,0.0023326424482884699,0.0029690676055454919,0.0054328740523456381,0.0048161555920896533,0.0061280782693202392
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,13,36,0.00036023775691956691,0.00026023387601142189,0.00049865242484934411,0.00074366336838191242,0.00053724253061725408,0.0010293141212000916
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,14,73,0.0007304821181980107,0.00058107193729611893,0.00091827462285983756,0.0015079840525522115,0.001199631018702821,0.0018954457069247639
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,15,34,0.00034022454820181318,0.00024349045843181206,0.00047537096354813275,0.00070234873680513957,0.0005026755558334478,0.00098125838929145263
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,16,66,0.00066043588768587263,0.00051919972476024002,0.00084005975931284241,0.0013633828420335061,0.0010718903737074359,0.0017340068784965899
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,17,13,0.00013008585666539915,7.6027733123323831e-05,0.00022257246060799942,0.00026854510524902393,0.00015695256579309591,0.00045944295906112827
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,18,38,0.00038025096563732065,0.00027706470270386487,0.00052184647703772211,0.00078497799995868537,0.00057199005108235154,0.0010771893074274395
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,19,7,7.004623051213801e-05,3.3931432799583428e-05,0.00014459412428927649,0.0001446012105187052,7.0047849457281644e-05,0.00029847955531960647
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,20,19,0.00019012548281866032,0.00012172552305602558,0.00029694930731776099,0.00039248899997934268,0.00025129344091363138,0.00061297020401792886
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,21,12,0.0001200792523065223,6.869421977228528e-05,0.00020989353451862739,0.00024788778946063751,0.00014181298531065609,0.0004332711861973454
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,22,12,0.0001200792523065223,6.869421977228528e-05,0.00020989353451862739,0.00024788778946063751,0.00014181298531065609,0.0004332711861973454
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,23,2,2.0013208717753719e-05,5.4883608459983647e-06,7.2974999040808803e-05,4.1314631576772913e-05,1.1330035276413641e-05,0.00015064060276936115
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,24,7,7.004623051213801e-05,3.3931432799583428e-05,0.00014459412428927649,0.0001446012105187052,7.0047849457281644e-05,0.00029847955531960647
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,25,2,2.0013208717753719e-05,5.4883608459983647e-06,7.2974999040808803e-05,4.1314631576772913e-05,1.1330035276413641e-05,0.00015064060276936115
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,26,4,4.0026417435507438e-05,1.5565598670833824e-05,0.00010292264009679444,8.2629263153545827e-05,3.2133361101116184e-05,0.00021245998363710392
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,27,3,3.0019813076630575e-05,1.0209496846290777e-05,8.8266302480926941e-05,6.1971947365159377e-05,2.107627337077369e-05,0.00018220571802122376
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,28,1,1.0006604358876859e-05,1.7664135647714956e-06,5.6684506881625121e-05,2.0657315788386457e-05,3.6465327827046309e-06,0.00011701275191684747
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,29,2,2.0013208717753719e-05,5.4883608459983647e-06,7.2974999040808803e-05,4.1314631576772913e-05,1.1330035276413641e-05,0.00015064060276936115
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,30,2,2.0013208717753719e-05,5.4883608459983647e-06,7.2974999040808803e-05,4.1314631576772913e-05,1.1330035276413641e-05,0.00015064060276936115
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,31,0,0,0,3.8438481005986059e-05,0,0,7.9347931353329431e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,32,3,3.0019813076630575e-05,1.0209496846290777e-05,8.8266302480926941e-05,6.1971947365159377e-05,2.107627337077369e-05,0.00018220571802122376
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,33,0,0,0,3.8438481005986059e-05,0,0,7.9347931353329431e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,34,3,3.0019813076630575e-05,1.0209496846290777e-05,8.8266302480926941e-05,6.1971947365159377e-05,2.107627337077369e-05,0.00018220571802122376
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,35,0,0,0,3.8438481005986059e-05,0,0,7.9347931353329431e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,36,2,2.0013208717753719e-05,5.4883608459983647e-06,7.2974999040808803e-05,4.1314631576772913e-05,1.1330035276413641e-05,0.00015064060276936115
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,37,0,0,0,3.8438481005986059e-05,0,0,7.9347931353329431e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,38,0,0,0,3.8438481005986059e-05,0,0,7.9347931353329431e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,39,0,0,0,3.8438481005986059e-05,0,0,7.9347931353329431e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,32,40,1,1.0006604358876859e-05,1.7664135647714956e-06,5.6684506881625121e-05,2.0657315788386457e-05,3.6465327827046309e-06,0.00011701275191684747
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,1,52575,0.52581309757170858,0.52271713686508692,0.52890707491748978,NA,NA,NA
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,2,28412,0.284154098491819,0.28136692327006874,0.28695785832947718,0.59924493282433089,0.59482602313945387,0.6036477619221895
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,3,6902,0.069028283394007281,0.067473494803077252,0.070616185888593294,0.14557188956615275,0.14242609803210624,0.14877510883891995
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,4,6570,0.065707884946193548,0.064188745204712336,0.067260393715623298,0.13856959061860671,0.1354889812745102,0.14170876227902252
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,5,1229,0.01229147497699724,0.011627015188960853,0.012993408066615914,0.025921160863054436,0.024528822016761275,0.027390314371913787
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,6,2032,0.020322438692643118,0.01946610122699528,0.021215632397201849,0.042857444160884148,0.041071117690503839,0.044717841119699162
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,7,372,0.003720446453574429,0.0033616727063623297,0.0041173520611600791,0.0078459494231539872,0.0070906862647162946,0.00868095595801926
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,8,804,0.0080409649157898947,0.0075059796858468007,0.0086137500371475818,0.016957374559719907,0.015833739311192883,0.018159276866835397
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,9,242,0.0024202904348521823,0.0021342466515092613,0.0027445659766350077,0.0051040853774281317,0.0045015263845834923,0.0057868320090130442
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,10,257,0.0025703084370124413,0.0022750035615736693,0.0029038335441911541,0.0054204543057811147,0.0047984338668123939,0.0061226111224540296
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,11,73,0.00073008761051326161,0.00058075810001675097,0.00091777874693593602,0.0015396621179845191,0.0012248350636805099,0.0019352543520353052
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,12,219,0.0021902628315397846,0.0019189975256105824,0.0024997775701821696,0.0046189863539535568,0.0040474923155558685,0.0052707466313468418
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,13,26,0.00026003120374444935,0.00017746659629757296,0.0003809935541107094,0.00054837280914517121,0.00037426843341068525,0.00080340298253948569
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,14,67,0.00067008040964915789,0.00052772806613366906,0.00085079898977079608,0.0014131145466433257,0.0011129889828993902,0.0017940257945484701
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,15,38,0.00038004560547265674,0.00027691506330175747,0.00052156466920296862,0.0008014679518275579,0.00058400688923628311,0.001099813803249797
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,16,57,0.00057006840820898502,0.00044006963058124078,0.000738441106909521,0.0012022019277413368,0.0009281093269545988,0.0015571143867133376
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,17,9,9.0010801296155541e-05,4.7357120780373822e-05,0.00017107528832461318,0.00018982135701179001,9.9871786430174583e-05,0.00036075482109412474
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,18,28,0.00028003360403248392,0.00019376224328280253,0.00040470117080822047,0.00059055533292556894,0.00040863597318505464,0.00085339365552110108
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,19,6,6.0007200864103694e-05,2.75021193544625e-05,0.00013092539422641361,0.00012654757134119334,5.7999136567117978e-05,0.00027609015182320407
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,20,23,0.00023002760331239749,0.00015329147794604554,0.00034516377693812582,0.00048509902347457451,0.00032328327681491154,0.00072785082000128198
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,21,9,9.0010801296155541e-05,4.7357120780373822e-05,0.00017107528832461318,0.00018982135701179001,9.9871786430174583e-05,0.00036075482109412474
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,22,8,8.0009601152138254e-05,4.0543393631800232e-05,0.00015788738363181647,0.00016873009512159112,8.5502130479139018e-05,0.00033294537066716793
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,23,1,1.0001200144017282e-05,1.7654595857903611e-06,5.6653894788234177e-05,2.1091261890198891e-05,3.7231353203236295e-06,0.00011947062118003625
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,24,9,9.0010801296155541e-05,4.7357120780373822e-05,0.00017107528832461318,0.00018982135701179001,9.9871786430174583e-05,0.00036075482109412474
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,25,0,0,0,3.8417722532654226e-05,0,0,8.1014650122367447e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,26,4,4.0004800576069127e-05,1.5557192181234238e-05,0.00010286705771690123,8.4365047560795562e-05,3.2808393047909203e-05,0.00021692268258642801
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,27,6,6.0007200864103694e-05,2.75021193544625e-05,0.00013092539422641361,0.00012654757134119334,5.7999136567117978e-05,0.00027609015182320407
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,28,3,3.0003600432051847e-05,1.0203983028632884e-05,8.821863502813228e-05,6.3273785670596672e-05,2.1519025163096821e-05,0.00018603294409324793
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,29,1,1.0001200144017282e-05,1.7654595857903611e-06,5.6653894788234177e-05,2.1091261890198891e-05,3.7231353203236295e-06,0.00011947062118003625
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,30,3,3.0003600432051847e-05,1.0203983028632884e-05,8.821863502813228e-05,6.3273785670596672e-05,2.1519025163096821e-05,0.00018603294409324793
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,31,0,0,0,3.8417722532654226e-05,0,0,8.1014650122367447e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,32,2,2.0002400288034563e-05,5.4853967661923285e-06,7.2935589449202521e-05,4.2182523780397781e-05,1.1568045726900695e-05,0.0001538048171514516
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,33,0,0,0,3.8417722532654226e-05,0,0,8.1014650122367447e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,34,0,0,0,3.8417722532654226e-05,0,0,8.1014650122367447e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,35,0,0,0,3.8417722532654226e-05,0,0,8.1014650122367447e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,34,36,1,1.0001200144017282e-05,1.7654595857903611e-06,5.6653894788234177e-05,2.1091261890198891e-05,3.7231353203236295e-06,0.00011947062118003625
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,1,53305,0.53306599197975935,0.5299725433766288,0.53615690017133522,NA,NA,NA
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,2,28449,0.28449853495604865,0.28171045092656433,0.28730317564629082,0.60929067077872012,0.60485631550735608,0.61370704433701651
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,3,6724,0.067242017260517817,0.065706340030699889,0.068810942649966594,0.1440075387646706,0.14085222434255606,0.14722142501406527
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,4,6261,0.062611878356350695,0.061127055122752551,0.064130305476345073,0.13409149318941146,0.13103082830754456,0.13721236139633439
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,5,1226,0.012260367811034331,0.011596791901921279,0.012961416039078737,0.026257174676604128,0.024845332944539843,0.027746961831567964
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,6,2000,0.020000600018000539,0.019151120809801733,0.020886956874468898,0.042833890173905591,0.041034591009964275,0.044708407375695633
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,7,361,0.0036101083032490976,0.0032569636259580943,0.0040013898861929811,0.0077315171763899593,0.0069765518311103013,0.0085674759911698994
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,8,691,0.006910207306219187,0.0064153640102555367,0.0074429339660806856,0.014799109055084383,0.013743107986578663,0.015934940754502823
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,9,230,0.0023000690020700621,0.0020216684283491946,0.0026167071298374743,0.0049258973699991436,0.0043303119120228989,0.0056029379091573983
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,10,229,0.0022900687020610618,0.0020123118151936297,0.0026060639112833878,0.0049044804249121906,0.0043102689278340829,0.0055801505269256046
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,11,60,0.00060001800054001618,0.00046622022360035009,0.00077218394394548738,0.0012850167052171678,0.00099853807628487966,0.0016535494533917246
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,12,205,0.0020500615018450553,0.001788198681704161,0.0023501810837412095,0.0043904737428253236,0.0038301951966888612,0.0050322954639761865
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,13,26,0.00026000780023400702,0.00017745062328972507,0.00038095926612794601,0.00055684057226077269,0.00038004815802092926,0.00081580691335493625
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,14,56,0.00056001680050401517,0.0004313218119796275,0.00072708302872760222,0.0011993489248693567,0.00092379093425404269,0.001556975129740122
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,15,25,0.00025000750022500677,0.00016935514939914103,0.00036905490830887815,0.00053542362717381997,0.0003627096027690376,0.00079031510218621813
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,16,45,0.00045001350040501216,0.00033635979639011525,0.00060204689551094303,0.00096376252891287591,0.00072039831922305806,0.0012892337141443969
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,17,9,9.000270008100243e-05,4.7352858448961835e-05,0.00017105989190462602,0.00019275250578257516,0.00010141401691420672,0.00036632482531128964
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,18,36,0.00036001080032400972,0.00026006991687658456,0.00049833828963760608,0.00077101002313030066,0.00055700026808190258,0.0010671584675000624
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,19,3,3.0000900027000811e-05,1.0203064637994369e-05,8.8210695457681783e-05,6.4250835260858393e-05,2.1851317292293599e-05,0.00018890532640954304
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,20,13,0.00013000390011700351,7.5979833259892061e-05,0.00022243224393230361,0.00027842028613038635,0.0001627244123322861,0.00047633589557565014
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,21,7,7.0002100063001896e-05,3.3910055103800116e-05,0.00014450303183048387,0.00014991861560866959,7.262377663055888e-05,0.00030945433275371761
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,22,6,6.0001800054001622e-05,2.7499644064177691e-05,0.00013091361116045433,0.00012850167052171679,5.8894756637684807e-05,0.00028035298632598171
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,23,2,2.0000600018000541e-05,5.4849030641300169e-06,7.2929025321894178e-05,4.2833890173905597e-05,1.1746676258312199e-05,0.00015617960102291448
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,24,7,7.0002100063001896e-05,3.3910055103800116e-05,0.00014450303183048387,0.00014991861560866959,7.262377663055888e-05,0.00030945433275371761
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,25,4,4.0001200036001081e-05,1.5555791982348236e-05,0.00010285779982297988,8.5667780347811195e-05,3.3315015127783034e-05,0.00022027199499466356
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,26,3,3.0000900027000811e-05,1.0203064637994369e-05,8.8210695457681783e-05,6.4250835260858393e-05,2.1851317292293599e-05,0.00018890532640954304
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,27,2,2.0000600018000541e-05,5.4849030641300169e-06,7.2929025321894178e-05,4.2833890173905597e-05,1.1746676258312199e-05,0.00015617960102291448
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,28,4,4.0001200036001081e-05,1.5555791982348236e-05,0.00010285779982297988,8.5667780347811195e-05,3.3315015127783034e-05,0.00022027199499466356
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,29,0,0,0,3.8414264966720286e-05,0,0,8.226554444000679e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,30,4,4.0001200036001081e-05,1.5555791982348236e-05,0.00010285779982297988,8.5667780347811195e-05,3.3315015127783034e-05,0.00022027199499466356
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,31,0,0,0,3.8414264966720286e-05,0,0,8.226554444000679e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,32,1,1.000030000900027e-05,1.7653006894644342e-06,5.6648795986907806e-05,2.1416945086952799e-05,3.7806267036280536e-06,0.0001213152841569887
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,33,0,0,0,3.8414264966720286e-05,0,0,8.226554444000679e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,34,1,1.000030000900027e-05,1.7653006894644342e-06,5.6648795986907806e-05,2.1416945086952799e-05,3.7806267036280536e-06,0.0001213152841569887
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,35,0,0,0,3.8414264966720286e-05,0,0,8.226554444000679e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,36,1,1.000030000900027e-05,1.7653006894644342e-06,5.6648795986907806e-05,2.1416945086952799e-05,3.7806267036280536e-06,0.0001213152841569887
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,37,0,0,0,3.8414264966720286e-05,0,0,8.226554444000679e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,38,0,0,0,3.8414264966720286e-05,0,0,8.226554444000679e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,36,39,1,1.000030000900027e-05,1.7653006894644342e-06,5.6648795986907806e-05,2.1416945086952799e-05,3.7806267036280536e-06,0.0001213152841569887
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,38,1,54106,0.54106541065410652,0.53797537121253625,0.54415229516364316,NA,NA,NA
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,38,2,28253,0.2825328253282533,0.27975069625843418,0.2853316617472671,0.61562765563375677,0.61116764141901303,0.62006831431711618
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,38,3,6520,0.06520065200652006,0.063687137382538644,0.066747570957142899,0.14206959667051619,0.13890542601478886,0.14529368320983646
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,38,4,6304,0.06304063040630406,0.061551018218186565,0.064563812869028236,0.13736299653541933,0.13424396321921786,0.14054273359817029
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,38,5,1096,0.010960109601096011,0.010333329957235293,0.01162446070939192,0.023881637722528489,0.02252410087083051,0.025318874572062104
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,38,6,1878,0.018780187801878019,0.017957123302900634,0.019640222972194227,0.040921273396814326,0.039146871866876327,0.042772522568884093
