n,permutation,n_candidates,n_score_levels,n_automorphisms,candidates_available,level_index,primary_score,secondary_score,candidate_count,orbit_count,orbit_sizes
8,71063452,0,0,,0,,,,,,
8,71063524,0,0,,0,,,,,,
8,71063542,0,0,,0,,,,,,
8,71064235,0,0,,0,,,,,,
8,71064253,0,0,,0,,,,,,
8,71064325,0,0,,0,,,,,,
8,71064352,0,0,,0,,,,,,
8,71064523,0,0,,0,,,,,,
8,71064532,0,0,,0,,,,,,
8,71065234,0,0,,0,,,,,,
8,71065243,0,0,,0,,,,,,
8,71065324,0,0,,0,,,,,,
8,71065342,0,0,,0,,,,,,
8,71065423,0,0,,0,,,,,,
8,71065432,0,0,,0,,,,,,
8,71203456,1,1,1,1,0,3,6,1,1,1
8,71203465,0,0,,0,,,,,,
8,71203546,0,0,,0,,,,,,
8,71203564,0,0,,0,,,,,,
8,71203645,0,0,,0,,,,,,
8,71203654,0,0,,0,,,,,,
8,71204356,0,0,,0,,,,,,
8,71204365,0,0,,0,,,,,,
8,71204536,0,0,,0,,,,,,
8,71204563,0,0,,0,,,,,,
8,71204635,0,0,,0,,,,,,
8,71204653,0,0,,0,,,,,,
8,71205346,0,0,,0,,,,,,
8,71205364,0,0,,0,,,,,,
8,71205436,0,0,,0,,,,,,
8,71205463,0,0,,0,,,,,,
8,71205634,0,0,,0,,,,,,
8,71205643,0,0,,0,,,,,,
8,71206345,0,0,,0,,,,,,
8,71206354,0,0,,0,,,,,,
8,71206435,0,0,,0,,,,,,
8,71206453,0,0,,0,,,,,,
8,71206534,0,0,,0,,,,,,
8,71206543,0,0,,0,,,,,,
8,71230456,1,1,1,1,0,3,6,1,1,1
8,71230465,0,0,,0,,,,,,
8,71230546,0,0,,0,,,,,,
8,71230564,0,0,,0,,,,,,
8,71230645,0,0,,0,,,,,,
8,71230654,0,0,,0,,,,,,
8,71234056,1,1,1,1,0,3,6,1,1,1
8,71234065,0,0,,0,,,,,,
8,71234506,1,1,1,1,0,3,6,1,1,1
8,71234560,1,1,2,1,0,3,6,1,1,1
8,71234605,0,0,,0,,,,,,
8,71234650,0,0,,0,,,,,,
8,71235046,0,0,,0,,,,,,
8,71235064,0,0,,0,,,,,,
8,71235406,0,0,,0,,,,,,
8,71235460,0,0,,0,,,,,,
8,71235604,0,0,,0,,,,,,
8,71235640,0,0,,0,,,,,,
8,71236045,0,0,,0,,,,,,
8,71236054,0,0,,0,,,,,,
8,71236405,0,0,,0,,,,,,
8,71236450,0,0,,0,,,,,,
8,71236504,0,0,,0,,,,,,
8,71236540,0,0,,0,,,,,,
8,71240356,0,0,,0,,,,,,
8,71240365,0,0,,0,,,,,,
8,71240536,0,0,,0,,,,,,
8,71240563,0,0,,0,,,,,,
8,71240635,0,0,,0,,,,,,
8,71240653,0,0,,0,,,,,,
8,71243056,0,0,,0,,,,,,
8,71243065,0,0,,0,,,,,,
8,71243506,0,0,,0,,,,,,
8,71243560,0,0,,0,,,,,,
8,71243605,0,0,,0,,,,,,
8,71243650,0,0,,0,,,,,,
8,71245036,0,0,,0,,,,,,
8,71245063,0,0,,0,,,,,,
8,71245306,0,0,,0,,,,,,
8,71245360,0,0,,0,,,,,,
8,71245603,0,0,,0,,,,,,
8,71245630,0,0,,0,,,,,,
8,71246035,0,0,,0,,,,,,
8,71246053,0,0,,0,,,,,,
8,71246305,0,0,,0,,,,,,
8,71246350,0,0,,0,,,,,,
8,71246503,0,0,,0,,,,,,
8,71246530,0,0,,0,,,,,,
8,71250346,0,0,,0,,,,,,
8,71250364,0,0,,0,,,,,,
8,71250436,0,0,,0,,,,,,
8,71250463,0,0,,0,,,,,,
8,71250634,0,0,,0,,,,,,
8,71250643,0,0,,0,,,,,,
8,71253046,0,0,,0,,,,,,
8,71253064,0,0,,0,,,,,,
8,71253406,0,0,,0,,,,,,
8,71253460,0,0,,0,,,,,,
8,71253604,0,0,,0,,,,,,
8,71253640,0,0,,0,,,,,,
8,71254036,0,0,,0,,,,,,
8,71254063,0,0,,0,,,,,,
8,71254306,0,0,,0,,,,,,
8,71254360,0,0,,0,,,,,,
8,71254603,0,0,,0,,,,,,
8,71254630,0,0,,0,,,,,,
8,71256034,0,0,,0,,,,,,
8,71256043,0,0,,0,,,,,,
8,71256304,0,0,,0,,,,,,
8,71256340,0,0,,0,,,,,,
8,71256403,0,0,,0,,,,,,
8,71256430,0,0,,0,,,,,,
8,71260345,0,0,,0,,,,,,
8,71260354,0,0,,0,,,,,,
8,71260435,0,0,,0,,,,,,
8,71260453,0,0,,0,,,,,,
8,71260534,0,0,,0,,,,,,
8,71260543,0,0,,0,,,,,,
8,71263045,0,0,,0,,,,,,
8,71263054,0,0,,0,,,,,,
8,71263405,0,0,,0,,,,,,
8,71263450,0,0,,0,,,,,,
8,71263504,0,0,,0,,,,,,
8,71263540,0,0,,0,,,,,,
8,71264035,0,0,,0,,,,,,
8,71264053,0,0,,0,,,,,,
8,71264305,0,0,,0,,,,,,
8,71264350,0,0,,0,,,,,,
8,71264503,0,0,,0,,,,,,
8,71264530,0,0,,0,,,,,,
8,71265034,0,0,,0,,,,,,
8,71265043,0,0,,0,,,,,,
8,71265304,0,0,,0,,,,,,
8,71265340,0,0,,0,,,,,,
8,71265403,0,0,,0,,,,,,
8,71265430,0,0,,0,,,,,,
8,71302456,0,0,,0,,,,,,
8,71302465,0,0,,0,,,,,,
8,71302546,0,0,,0,,,,,,
8,71302564,0,0,,0,,,,,,
8,71302645,0,0,,0,,,,,,
8,71302654,0,0,,0,,,,,,
8,71304256,0,0,,0,,,,,,
8,71304265,0,0,,0,,,,,,
8,71304526,0,0,,0,,,,,,
8,71304562,0,0,,0,,,,,,
8,71304625,0,0,,0,,,,,,
8,71304652,0,0,,0,,,,,,
8,71305246,0,0,,0,,,,,,
8,71305264,0,0,,0,,,,,,
8,71305426,0,0,,0,,,,,,
8,71305462,0,0,,0,,,,,,
8,71305624,0,0,,0,,,,,,
8,71305642,0,0,,0,,,,,,
8,71306245,0,0,,0,,,,,,
8,71306254,0,0,,0,,,,,,
8,71306425,0,0,,0,,,,,,
8,71306452,0,0,,0,,,,,,
8,71306524,0,0,,0,,,,,,
8,71306542,0,0,,0,,,,,,
8,71320456,0,0,,0,,,,,,
8,71320465,0,0,,0,,,,,,
8,71320546,0,0,,0,,,,,,
8,71320564,0,0,,0,,,,,,
8,71320645,0,0,,0,,,,,,
8,71320654,0,0,,0,,,,,,
8,71324056,0,0,,0,,,,,,
8,71324065,0,0,,0,,,,,,
8,71324506,0,0,,0,,,,,,
8,71324560,0,0,,0,,,,,,
8,71324605,0,0,,0,,,,,,
8,71324650,0,0,,0,,,,,,
8,71325046,0,0,,0,,,,,,
8,71325064,0,0,,0,,,,,,
8,71325406,0,0,,0,,,,,,
8,71325460,0,0,,0,,,,,,
8,71325604,0,0,,0,,,,,,
8,71325640,0,0,,0,,,,,,
8,71326045,0,0,,0,,,,,,
8,71326054,0,0,,0,,,,,,
8,71326405,0,0,,0,,,,,,
8,71326450,0,0,,0,,,,,,
8,71326504,0,0,,0,,,,,,
8,71326540,0,0,,0,,,,,,
8,71340256,0,0,,0,,,,,,
8,71340265,0,0,,0,,,,,,
8,71340526,0,0,,0,,,,,,
8,71340562,0,0,,0,,,,,,
8,71340625,0,0,,0,,,,,,
8,71340652,0,0,,0,,,,,,
8,71342056,0,0,,0,,,,,,
8,71342065,0,0,,0,,,,,,
8,71342506,0,0,,0,,,,,,
8,71342560,0,0,,0,,,,,,
8,71342605,0,0,,0,,,,,,
8,71342650,0,0,,0,,,,,,
8,71345026,0,0,,0,,,,,,
8,71345062,0,0,,0,,,,,,
8,71345206,0,0,,0,,,,,,
8,71345260,0,0,,0,,,,,,
8,71345602,0,0,,0,,,,,,
8,71345620,0,0,,0,,,,,,
8,71346025,0,0,,0,,,,,,
8,71346052,0,0,,0,,,,,,
8,71346205,0,0,,0,,,,,,
8,71346250,0,0,,0,,,,,,
8,71346502,0,0,,0,,,,,,
8,71346520,0,0,,0,,,,,,
8,71350246,0,0,,0,,,,,,
8,71350264,0,0,,0,,,,,,
8,71350426,0,0,,0,,,,,,
8,71350462,0,0,,0,,,,,,
8,71350624,0,0,,0,,,,,,
8,71350642,0,0,,0,,,,,,
8,71352046,0,0,,0,,,,,,
8,71352064,0,0,,0,,,,,,
8,71352406,0,0,,0,,,,,,
8,71352460,0,0,,0,,,,,,
8,71352604,0,0,,0,,,,,,
8,71352640,0,0,,0,,,,,,
8,71354026,0,0,,0,,,,,,
8,71354062,0,0,,0,,,,,,
8,71354206,0,0,,0,,,,,,
8,71354260,0,0,,0,,,,,,
8,71354602,0,0,,0,,,,,,
8,71354620,0,0,,0,,,,,,
8,71356024,0,0,,0,,,,,,
8,71356042,0,0,,0,,,,,,
8,71356204,0,0,,0,,,,,,
8,71356240,0,0,,0,,,,,,
8,71356402,0,0,,0,,,,,,
8,71356420,0,0,,0,,,,,,
8,71360245,0,0,,0,,,,,,
8,71360254,0,0,,0,,,,,,
8,71360425,0,0,,0,,,,,,
8,71360452,0,0,,0,,,,,,
8,71360524,0,0,,0,,,,,,
8,71360542,0,0,,0,,,,,,
8,71362045,0,0,,0,,,,,,
8,71362054,0,0,,0,,,,,,
8,71362405,0,0,,0,,,,,,
8,71362450,0,0,,0,,,,,,
8,71362504,0,0,,0,,,,,,
8,71362540,0,0,,0,,,,,,
8,71364025,0,0,,0,,,,,,
8,71364052,0,0,,0,,,,,,
8,71364205,0,0,,0,,,,,,
8,71364250,0,0,,0,,,,,,
8,71364502,0,0,,0,,,,,,
8,71364520,0,0,,0,,,,,,
8,71365024,0,0,,0,,,,,,
8,71365042,0,0,,0,,,,,,
8,71365204,0,0,,0,,,,,,
8,71365240,0,0,,0,,,,,,
8,71365402,0,0,,0,,,,,,
8,71365420,0,0,,0,,,,,,
8,71402356,0,0,,0,,,,,,
8,71402365,0,0,,0,,,,,,
8,71402536,0,0,,0,,,,,,
8,71402563,0,0,,0,,,,,,
8,71402635,0,0,,0,,,,,,
8,71402653,0,0,,0,,,,,,
8,71403256,0,0,,0,,,,,,
8,71403265,0,0,,0,,,,,,
8,71403526,0,0,,0,,,,,,
8,71403562,0,0,,0,,,,,,
8,71403625,0,0,,0,,,,,,
8,71403652,0,0,,0,,,,,,
8,71405236,0,0,,0,,,,,,
8,71405263,0,0,,0,,,,,,
8,71405326,0,0,,0,,,,,,
8,71405362,0,0,,0,,,,,,
8,71405623,0,0,,0,,,,,,
8,71405632,0,0,,0,,,,,,
8,71406235,0,0,,0,,,,,,
8,71406253,0,0,,0,,,,,,
8,71406325,0,0,,0,,,,,,
8,71406352,0,0,,0,,,,,,
8,71406523,0,0,,0,,,,,,
8,71406532,0,0,,0,,,,,,
8,71420356,0,0,,0,,,,,,
8,71420365,0,0,,0,,,,,,
8,71420536,0,0,,0,,,,,,
8,71420563,0,0,,0,,,,,,
8,71420635,0,0,,0,,,,,,
8,71420653,0,0,,0,,,,,,
8,71423056,0,0,,0,,,,,,
8,71423065,0,0,,0,,,,,,
8,71423506,0,0,,0,,,,,,
8,71423560,0,0,,0,,,,,,
8,71423605,0,0,,0,,,,,,
8,71423650,0,0,,0,,,,,,
8,71425036,0,0,,0,,,,,,
8,71425063,0,0,,0,,,,,,
8,71425306,0,0,,0,,,,,,
8,71425360,0,0,,0,,,,,,
8,71425603,0,0,,0,,,,,,
8,71425630,0,0,,0,,,,,,
8,71426035,0,0,,0,,,,,,
8,71426053,0,0,,0,,,,,,
8,71426305,0,0,,0,,,,,,
8,71426350,0,0,,0,,,,,,
8,71426503,0,0,,0,,,,,,
8,71426530,0,0,,0,,,,,,
8,71430256,0,0,,0,,,,,,
8,71430265,0,0,,0,,,,,,
8,71430526,0,0,,0,,,,,,
8,71430562,0,0,,0,,,,,,
8,71430625,0,0,,0,,,,,,
8,71430652,0,0,,0,,,,,,
8,71432056,0,0,,0,,,,,,
8,71432065,0,0,,0,,,,,,
8,71432506,0,0,,0,,,,,,
8,71432560,0,0,,0,,,,,,
8,71432605,0,0,,0,,,,,,
8,71432650,0,0,,0,,,,,,
8,71435026,0,0,,0,,,,,,
8,71435062,0,0,,0,,,,,,
8,71435206,0,0,,0,,,,,,
8,71435260,0,0,,0,,,,,,
8,71435602,0,0,,0,,,,,,
8,71435620,0,0,,0,,,,,,
8,71436025,0,0,,0,,,,,,
8,71436052,0,0,,0,,,,,,
8,71436205,0,0,,0,,,,,,
8,71436250,0,0,,0,,,,,,
8,71436502,0,0,,0,,,,,,
8,71436520,0,0,,0,,,,,,
8,71450236,0,0,,0,,,,,,
8,71450263,0,0,,0,,,,,,
8,71450326,0,0,,0,,,,,,
8,71450362,0,0,,0,,,,,,
8,71450623,0,0,,0,,,,,,
8,71450632,0,0,,0,,,,,,
8,71452036,0,0,,0,,,,,,
8,71452063,0,0,,0,,,,,,
8,71452306,0,0,,0,,,,,,
8,71452360,0,0,,0,,,,,,
8,71452603,0,0,,0,,,,,,
8,71452630,0,0,,0,,,,,,
8,71453026,0,0,,0,,,,,,
8,71453062,0,0,,0,,,,,,
8,71453206,0,0,,0,,,,,,
8,71453260,0,0,,0,,,,,,
8,71453602,0,0,,0,,,,,,
8,71453620,0,0,,0,,,,,,
8,71456023,0,0,,0,,,,,,
8,71456032,0,0,,0,,,,,,
8,71456203,0,0,,0,,,,,,
8,71456230,0,0,,0,,,,,,
8,71456302,0,0,,0,,,,,,
8,71456320,0,0,,0,,,,,,
8,71460235,0,0,,0,,,,,,
8,71460253,0,0,,0,,,,,,
8,71460325,0,0,,0,,,,,,
8,71460352,0,0,,0,,,,,,
8,71460523,0,0,,0,,,,,,
8,71460532,0,0,,0,,,,,,
8,71462035,0,0,,0,,,,,,
8,71462053,0,0,,0,,,,,,
8,71462305,0,0,,0,,,,,,
8,71462350,0,0,,0,,,,,,
8,71462503,0,0,,0,,,,,,
8,71462530,0,0,,0,,,,,,
8,71463025,0,0,,0,,,,,,
8,71463052,0,0,,0,,,,,,
8,71463205,0,0,,0,,,,,,
8,71463250,0,0,,0,,,,,,
8,71463502,0,0,,0,,,,,,
8,71463520,0,0,,0,,,,,,
8,71465023,0,0,,0,,,,,,
8,71465032,0,0,,0,,,,,,
8,71465203,0,0,,0,,,,,,
8,71465230,0,0,,0,,,,,,
8,71465302,0,0,,0,,,,,,
8,71465320,0,0,,0,,,,,,
8,71502346,0,0,,0,,,,,,
8,71502364,0,0,,0,,,,,,
8,71502436,0,0,,0,,,,,,
8,71502463,0,0,,0,,,,,,
8,71502634,0,0,,0,,,,,,
8,71502643,0,0,,0,,,,,,
8,71503246,0,0,,0,,,,,,
8,71503264,0,0,,0,,,,,,
8,71503426,0,0,,0,,,,,,
8,71503462,0,0,,0,,,,,,
8,71503624,0,0,,0,,,,,,
8,71503642,0,0,,0,,,,,,
8,71504236,0,0,,0,,,,,,
8,71504263,0,0,,0,,,,,,
8,71504326,0,0,,0,,,,,,
8,71504362,0,0,,0,,,,,,
8,71504623,0,0,,0,,,,,,
8,71504632,0,0,,0,,,,,,
8,71506234,0,0,,0,,,,,,
8,71506243,0,0,,0,,,,,,
8,71506324,0,0,,0,,,,,,
8,71506342,0,0,,0,,,,,,
8,71506423,0,0,,0,,,,,,
8,71506432,0,0,,0,,,,,,
8,71520346,0,0,,0,,,,,,
8,71520364,0,0,,0,,,,,,
8,71520436,0,0,,0,,,,,,
8,71520463,0,0,,0,,,,,,
8,71520634,0,0,,0,,,,,,
8,71520643,0,0,,0,,,,,,
8,71523046,0,0,,0,,,,,,
8,71523064,0,0,,0,,,,,,
8,71523406,0,0,,0,,,,,,
8,71523460,0,0,,0,,,,,,
8,71523604,0,0,,0,,,,,,
8,71523640,0,0,,0,,,,,,
8,71524036,0,0,,0,,,,,,
8,71524063,0,0,,0,,,,,,
8,71524306,0,0,,0,,,,,,
8,71524360,0,0,,0,,,,,,
8,71524603,0,0,,0,,,,,,
8,71524630,0,0,,0,,,,,,
8,71526034,0,0,,0,,,,,,
8,71526043,0,0,,0,,,,,,
8,71526304,0,0,,0,,,,,,
8,71526340,0,0,,0,,,,,,
8,71526403,0,0,,0,,,,,,
8,71526430,0,0,,0,,,,,,
8,71530246,0,0,,0,,,,,,
8,71530264,0,0,,0,,,,,,
8,71530426,0,0,,0,,,,,,
8,71530462,0,0,,0,,,,,,
8,71530624,0,0,,0,,,,,,
8,71530642,0,0,,0,,,,,,
8,71532046,0,0,,0,,,,,,
8,71532064,0,0,,0,,,,,,
8,71532406,0,0,,0,,,,,,
8,71532460,0,0,,0,,,,,,
8,71532604,0,0,,0,,,,,,
8,71532640,0,0,,0,,,,,,
8,71534026,0,0,,0,,,,,,
8,71534062,0,0,,0,,,,,,
8,71534206,0,0,,0,,,,,,
8,71534260,0,0,,0,,,,,,
8,71534602,0,0,,0,,,,,,
8,71534620,0,0,,0,,,,,,
8,71536024,0,0,,0,,,,,,
8,71536042,0,0,,0,,,,,,
8,71536204,0,0,,0,,,,,,
8,71536240,0,0,,0,,,,,,
8,71536402,0,0,,0,,,,,,
8,71536420,0,0,,0,,,,,,
8,71540236,0,0,,0,,,,,,
8,71540263,0,0,,0,,,,,,
8,71540326,0,0,,0,,,,,,
8,71540362,0,0,,0,,,,,,
8,71540623,0,0,,0,,,,,,
8,71540632,0,0,,0,,,,,,
8,71542036,0,0,,0,,,,,,
8,71542063,0,0,,0,,,,,,
8,71542306,0,0,,0,,,,,,
8,71542360,0,0,,0,,,,,,
8,71542603,0,0,,0,,,,,,
8,71542630,0,0,,0,,,,,,
8,71543026,0,0,,0,,,,,,
8,71543062,0,0,,0,,,,,,
8,71543206,0,0,,0,,,,,,
8,71543260,0,0,,0,,,,,,
8,71543602,0,0,,0,,,,,,
8,71543620,0,0,,0,,,,,,
8,71546023,0,0,,0,,,,,,
8,71546032,0,0,,0,,,,,,
8,71546203,0,0,,0,,,,,,
8,71546230,0,0,,0,,,,,,
8,71546302,0,0,,0,,,,,,
8,71546320,0,0,,0,,,,,,
8,71560234,0,0,,0,,,,,,
8,71560243,0,0,,0,,,,,,
8,71560324,0,0,,0,,,,,,
8,71560342,0,0,,0,,,,,,
8,71560423,0,0,,0,,,,,,
8,71560432,0,0,,0,,,,,,
8,71562034,0,0,,0,,,,,,
8,71562043,0,0,,0,,,,,,
8,71562304,0,0,,0,,,,,,
8,71562340,0,0,,0,,,,,,
8,71562403,0,0,,0,,,,,,
8,71562430,0,0,,0,,,,,,
8,71563024,0,0,,0,,,,,,
8,71563042,0,0,,0,,,,,,
8,71563204,0,0,,0,,,,,,
8,71563240,0,0,,0,,,,,,
8,71563402,0,0,,0,,,,,,
8,71563420,0,0,,0,,,,,,
8,71564023,0,0,,0,,,,,,
8,71564032,0,0,,0,,,,,,
8,71564203,0,0,,0,,,,,,
8,71564230,0,0,,0,,,,,,
8,71564302,0,0,,0,,,,,,
8,71564320,0,0,,0,,,,,,
8,71602345,0,0,,0,,,,,,
8,71602354,0,0,,0,,,,,,
8,71602435,0,0,,0,,,,,,
8,71602453,0,0,,0,,,,,,
8,71602534,0,0,,0,,,,,,
8,71602543,0,0,,0,,,,,,
8,71603245,0,0,,0,,,,,,
8,71603254,0,0,,0,,,,,,
8,71603425,0,0,,0,,,,,,
8,71603452,0,0,,0,,,,,,
8,71603524,0,0,,0,,,,,,
8,71603542,0,0,,0,,,,,,
8,71604235,0,0,,0,,,,,,
8,71604253,0,0,,0,,,,,,
8,71604325,0,0,,0,,,,,,
8,71604352,0,0,,0,,,,,,
8,71604523,0,0,,0,,,,,,
8,71604532,0,0,,0,,,,,,
8,71605234,0,0,,0,,,,,,
8,71605243,0,0,,0,,,,,,
8,71605324,0,0,,0,,,,,,
8,71605342,0,0,,0,,,,,,
8,71605423,0,0,,0,,,,,,
8,71605432,0,0,,0,,,,,,
8,71620345,0,0,,0,,,,,,
8,71620354,0,0,,0,,,,,,
8,71620435,0,0,,0,,,,,,
8,71620453,0,0,,0,,,,,,
8,71620534,0,0,,0,,,,,,
8,71620543,0,0,,0,,,,,,
8,71623045,0,0,,0,,,,,,
8,71623054,0,0,,0,,,,,,
8,71623405,0,0,,0,,,,,,
8,71623450,0,0,,0,,,,,,
8,71623504,0,0,,0,,,,,,
8,71623540,0,0,,0,,,,,,
8,71624035,0,0,,0,,,,,,
8,71624053,0,0,,0,,,,,,
8,71624305,0,0,,0,,,,,,
8,71624350,0,0,,0,,,,,,
8,71624503,0,0,,0,,,,,,
8,71624530,0,0,,0,,,,,,
8,71625034,0,0,,0,,,,,,
8,71625043,0,0,,0,,,,,,
8,71625304,0,0,,0,,,,,,
8,71625340,0,0,,0,,,,,,
8,71625403,0,0,,0,,,,,,
8,71625430,0,0,,0,,,,,,
8,71630245,0,0,,0,,,,,,
8,71630254,0,0,,0,,,,,,
8,71630425,0,0,,0,,,,,,
8,71630452,0,0,,0,,,,,,
8,71630524,0,0,,0,,,,,,
8,71630542,0,0,,0,,,,,,
8,71632045,0,0,,0,,,,,,
8,71632054,0,0,,0,,,,,,
8,71632405,0,0,,0,,,,,,
8,71632450,0,0,,0,,,,,,
8,71632504,0,0,,0,,,,,,
8,71632540,0,0,,0,,,,,,
8,71634025,0,0,,0,,,,,,
8,71634052,0,0,,0,,,,,,
8,71634205,0,0,,0,,,,,,
8,71634250,0,0,,0,,,,,,
8,71634502,0,0,,0,,,,,,
8,71634520,0,0,,0,,,,,,
8,71635024,0,0,,0,,,,,,
8,71635042,0,0,,0,,,,,,
8,71635204,0,0,,0,,,,,,
8,71635240,0,0,,0,,,,,,
8,71635402,0,0,,0,,,,,,
8,71635420,0,0,,0,,,,,,
8,71640235,0,0,,0,,,,,,
8,71640253,0,0,,0,,,,,,
8,71640325,0,0,,0,,,,,,
8,71640352,0,0,,0,,,,,,
8,71640523,0,0,,0,,,,,,
8,71640532,0,0,,0,,,,,,
8,71642035,0,0,,0,,,,,,
8,71642053,0,0,,0,,,,,,
8,71642305,0,0,,0,,,,,,
8,71642350,0,0,,0,,,,,,
8,71642503,0,0,,0,,,,,,
8,71642530,0,0,,0,,,,,,
8,71643025,0,0,,0,,,,,,
8,71643052,0,0,,0,,,,,,
8,71643205,0,0,,0,,,,,,
8,71643250,0,0,,0,,,,,,
8,71643502,0,0,,0,,,,,,
8,71643520,0,0,,0,,,,,,
8,71645023,0,0,,0,,,,,,
8,71645032,0,0,,0,,,,,,
8,71645203,0,0,,0,,,,,,
8,71645230,0,0,,0,,,,,,
8,71645302,0,0,,0,,,,,,
8,71645320,0,0,,0,,,,,,
8,71650234,0,0,,0,,,,,,
8,71650243,0,0,,0,,,,,,
8,71650324,0,0,,0,,,,,,
8,71650342,0,0,,0,,,,,,
8,71650423,0,0,,0,,,,,,
8,71650432,0,0,,0,,,,,,
8,71652034,0,0,,0,,,,,,
8,71652043,0,0,,0,,,,,,
8,71652304,0,0,,0,,,,,,
8,71652340,0,0,,0,,,,,,
8,71652403,0,0,,0,,,,,,
8,71652430,0,0,,0,,,,,,
8,71653024,0,0,,0,,,,,,
8,71653042,0,0,,0,,,,,,
8,71653204,0,0,,0,,,,,,
8,71653240,0,0,,0,,,,,,
8,71653402,0,0,,0,,,,,,
8,71653420,0,0,,0,,,,,,
8,71654023,0,0,,0,,,,,,
8,71654032,0,0,,0,,,,,,
8,71654203,0,0,,0,,,,,,
8,71654230,0,0,,0,,,,,,
8,71654302,0,0,,0,,,,,,
8,71654320,0,0,,0,,,,,,
8,72013456,1,1,1,1,0,3,6,1,1,1
8,72013465,0,0,,0,,,,,,
8,72013546,0,0,,0,,,,,,
8,72013564,0,0,,0,,,,,,
8,72013645,0,0,,0,,,,,,
8,72013654,0,0,,0,,,,,,
8,72014356,0,0,,0,,,,,,
8,72014365,0,0,,0,,,,,,
8,72014536,0,0,,0,,,,,,
8,72014563,0,0,,0,,,,,,
8,72014635,0,0,,0,,,,,,
8,72014653,0,0,,0,,,,,,
8,72015346,0,0,,0,,,,,,
8,72015364,0,0,,0,,,,,,
8,72015436,0,0,,0,,,,,,
8,72015463,0,0,,0,,,,,,
8,72015634,0,0,,0,,,,,,
8,72015643,0,0,,0,,,,,,
8,72016345,0,0,,0,,,,,,
8,72016354,0,0,,0,,,,,,
8,72016435,0,0,,0,,,,,,
8,72016453,0,0,,0,,,,,,
8,72016534,0,0,,0,,,,,,
8,72016543,0,0,,0,,,,,,
8,72031456,0,0,,0,,,,,,
8,72031465,0,0,,0,,,,,,
8,72031546,0,0,,0,,,,,,
8,72031564,0,0,,0,,,,,,
8,72031645,0,0,,0,,,,,,
8,72031654,0,0,,0,,,,,,
8,72034156,0,0,,0,,,,,,
8,72034165,0,0,,0,,,,,,
8,72034516,0,0,,0,,,,,,
8,72034561,0,0,,0,,,,,,
8,72034615,0,0,,0,,,,,,
8,72034651,0,0,,0,,,,,,
8,72035146,0,0,,0,,,,,,
8,72035164,0,0,,0,,,,,,
8,72035416,0,0,,0,,,,,,
8,72035461,0,0,,0,,,,,,
8,72035614,0,0,,0,,,,,,
8,72035641,0,0,,0,,,,,,
8,72036145,0,0,,0,,,,,,
8,72036154,0,0,,0,,,,,,
8,72036415,0,0,,0,,,,,,
8,72036451,0,0,,0,,,,,,
8,72036514,0,0,,0,,,,,,
8,72036541,0,0,,0,,,,,,
8,72041356,0,0,,0,,,,,,
8,72041365,0,0,,0,,,,,,
8,72041536,0,0,,0,,,,,,
8,72041563,0,0,,0,,,,,,
8,72041635,0,0,,0,,,,,,
8,72041653,0,0,,0,,,,,,
8,72043156,0,0,,0,,,,,,
8,72043165,0,0,,0,,,,,,
8,72043516,0,0,,0,,,,,,
8,72043561,0,0,,0,,,,,,
8,72043615,0,0,,0,,,,,,
8,72043651,0,0,,0,,,,,,
8,72045136,0,0,,0,,,,,,
8,72045163,0,0,,0,,,,,,
8,72045316,0,0,,0,,,,,,
8,72045361,0,0,,0,,,,,,
8,72045613,0,0,,0,,,,,,
8,72045631,0,0,,0,,,,,,
8,72046135,0,0,,0,,,,,,
8,72046153,0,0,,0,,,,,,
8,72046315,0,0,,0,,,,,,
8,72046351,0,0,,0,,,,,,
8,72046513,0,0,,0,,,,,,
8,72046531,0,0,,0,,,,,,
8,72051346,0,0,,0,,,,,,
8,72051364,0,0,,0,,,,,,
8,72051436,0,0,,0,,,,,,
8,72051463,0,0,,0,,,,,,
8,72051634,0,0,,0,,,,,,
8,72051643,0,0,,0,,,,,,
8,72053146,0,0,,0,,,,,,
8,72053164,0,0,,0,,,,,,
8,72053416,0,0,,0,,,,,,
8,72053461,0,0,,0,,,,,,
8,72053614,0,0,,0,,,,,,
8,72053641,0,0,,0,,,,,,
8,72054136,0,0,,0,,,,,,
8,72054163,0,0,,0,,,,,,
8,72054316,0,0,,0,,,,,,
8,72054361,0,0,,0,,,,,,
8,72054613,0,0,,0,,,,,,
8,72054631,0,0,,0,,,,,,
8,72056134,0,0,,0,,,,,,
8,72056143,0,0,,0,,,,,,
8,72056314,0,0,,0,,,,,,
8,72056341,0,0,,0,,,,,,
8,72056413,0,0,,0,,,,,,
8,72056431,0,0,,0,,,,,,
8,72061345,0,0,,0,,,,,,
8,72061354,0,0,,0,,,,,,
8,72061435,0,0,,0,,,,,,
8,72061453,0,0,,0,,,,,,
8,72061534,0,0,,0,,,,,,
8,72061543,0,0,,0,,,,,,
8,72063145,0,0,,0,,,,,,
8,72063154,0,0,,0,,,,,,
8,72063415,0,0,,0,,,,,,
8,72063451,0,0,,0,,,,,,
8,72063514,0,0,,0,,,,,,
8,72063541,0,0,,0,,,,,,
8,72064135,0,0,,0,,,,,,
8,72064153,0,0,,0,,,,,,
8,72064315,0,0,,0,,,,,,
8,72064351,0,0,,0,,,,,,
8,72064513,0,0,,0,,,,,,
8,72064531,0,0,,0,,,,,,
8,72065134,0,0,,0,,,,,,
8,72065143,0,0,,0,,,,,,
