seed,intensity,K,start_id,depth_k,lineage_id,survivor_rank_at_depth,path_p,path_q,p_last,q_last,r_p_last,r_q_last,d_p_over_ell,d_q_over_ell,d_mid_over_ell,straddles_horizon,regscore,is_top1,is_minbeam_at_k
1000000,3600.0,8,9,1,0,0,[668],[752],668,752,0.4133906473417173,0.38888067898593853,1.9366440003117218,2.4847035540106233,2.2106737771611726,0,0.0,1,1
1000000,3600.0,8,9,2,0,0,"[668,752]","[752,780]",752,780,0.38888067898593853,0.38628495749052705,2.4847035540106233,2.542745651154598,2.51372460258261,0,0.0,1,1
1000000,3600.0,8,9,2,1,1,"[668,752]","[752,1088]",752,1088,0.38888067898593853,0.336472688409635,2.4847035540106233,3.6565818489384534,3.0706427014745383,0,0.0,0,0
1000000,3600.0,8,9,2,2,2,"[668,752]","[752,1420]",752,1420,0.38888067898593853,0.2431020343393561,2.4847035540106233,5.744413144986065,4.114558349498344,0,0.0,0,0
1000000,3600.0,8,9,3,0,0,"[668,752,780]","[752,780,426]",780,426,0.38628495749052705,0.3770750928593046,2.542745651154598,2.7486844849444427,2.64571506804952,0,0.0,1,1
1000000,3600.0,8,9,3,3,1,"[668,752,780]","[752,780,1218]",780,1218,0.38628495749052705,0.3613142492642369,2.542745651154598,3.101107661557578,2.8219266563560885,0,0.0,0,0
1000000,3600.0,8,9,3,4,2,"[668,752,780]","[752,780,3253]",780,3253,0.38628495749052705,0.32357050698217393,2.542745651154598,3.945083396236836,3.2439145236957168,0,0.0,0,0
1000000,3600.0,8,9,3,5,3,"[668,752,780]","[752,780,3330]",780,3330,0.38628495749052705,0.3617574600514174,2.542745651154598,3.0911971670726097,2.816971409113604,0,0.0,0,0
1000000,3600.0,8,9,3,6,4,"[668,752,780]","[752,780,3470]",780,3470,0.38628495749052705,0.3189437007342406,2.542745651154598,4.048541929127833,3.2956437901412152,0,0.0,0,0
1000000,3600.0,8,9,3,1,5,"[668,752,1088]","[752,1088,1865]",1088,1865,0.336472688409635,0.30612233211968065,3.6565818489384534,4.335236446995216,3.9959091479668354,0,0.0,0,0
1000000,3600.0,8,9,3,7,6,"[668,752,1088]","[752,1088,2037]",1088,2037,0.336472688409635,0.3229474998796069,3.6565818489384534,3.959014258554886,3.8077980537466707,0,0.0,0,0
1000000,3600.0,8,9,3,2,7,"[668,752,1420]","[752,1420,805]",1420,805,0.2431020343393561,0.22211102110806535,5.744413144986065,6.213786470003701,5.979099807494883,0,0.0,0,0
1000000,3600.0,8,9,4,3,0,"[668,752,780,1218]","[752,780,1218,1348]",1218,1348,0.3613142492642369,0.35548304591194246,3.101107661557578,3.2314973324211276,3.1663024969893523,0,-1.0,1,0
1000000,3600.0,8,9,4,0,1,"[668,752,780,426]","[752,780,426,2307]",426,2307,0.3770750928593046,0.36572352157479154,2.7486844849444427,3.0025133353805002,2.8755989101624713,0,-2.0,0,0
1000000,3600.0,8,9,4,8,2,"[668,752,780,426]","[752,780,426,2853]",426,2853,0.3770750928593046,0.3570374873537203,2.7486844849444427,3.196738965112547,2.972711725028496,0,-2.0,0,0
1000000,3600.0,8,9,4,9,3,"[668,752,780,426]","[752,780,426,3203]",426,3203,0.3770750928593046,0.3669743211373853,2.7486844849444427,2.9745446068986334,2.861614545921538,0,-2.0,0,1
1000000,3600.0,8,9,4,5,4,"[668,752,780,3330]","[752,780,3330,1814]",3330,1814,0.3617574600514174,0.356711460510081,3.0911971670726097,3.204029146961219,3.147613157016914,0,-2.0,0,0
1000000,3600.0,8,9,5,3,0,"[668,752,780,1218,1348]","[752,780,1218,1348,3554]",1348,3554,0.35548304591194246,0.32493366974369775,3.2314973324211276,3.9146021502452,3.573049741333164,0,-3.0,1,0
1000000,3600.0,8,9,5,5,1,"[668,752,780,3330,1814]","[752,780,3330,1814,1865]",1814,1865,0.356711460510081,0.30612233211968065,3.204029146961219,4.335236446995216,3.769632796978218,0,-3.0,0,0
1000000,3600.0,8,9,5,0,2,"[668,752,780,426,2307]","[752,780,426,2307,1033]",2307,1033,0.36572352157479154,0.33994283502708234,3.0025133353805002,3.578987011653422,3.2907501735169604,0,-4.0,0,0
1000000,3600.0,8,9,5,10,3,"[668,752,780,426,3203]","[752,780,426,2307,1033]",3203,1033,0.3669743211373853,0.33994283502708234,2.9745446068986334,3.578987011653422,3.276765809276028,0,-4.0,0,1
1000000,3600.0,8,9,5,11,4,"[668,752,780,3330,1814]","[752,780,3330,1814,2037]",1814,2037,0.356711460510081,0.3229474998796069,3.204029146961219,3.959014258554886,3.5815217027580535,0,-4.0,0,0
1000000,3600.0,8,9,6,5,0,"[668,752,780,3330,1814,1865]","[752,780,3330,1814,1865,805]",1865,805,0.30612233211968065,0.22211102110806535,4.335236446995216,6.213786470003701,5.274511458499458,0,-4.0,1,0
1000000,3600.0,8,9,6,3,1,"[668,752,780,1218,1348,3554]","[752,780,1218,1348,3554,1128]",3554,1128,0.32493366974369775,0.3151976978238472,3.9146021502452,4.132305100643349,4.023453625444275,0,-5.0,0,1
1000000,3600.0,8,9,6,12,2,"[668,752,780,1218,1348,3554]","[752,780,1218,1348,3554,2308]",3554,2308,0.32493366974369775,0.31275099495829584,3.9146021502452,4.187015039924513,4.050808595084857,0,-5.0,0,0
1000000,3600.0,8,9,6,11,3,"[668,752,780,3330,1814,2037]","[752,780,3330,1814,2037,965]",2037,965,0.3229474998796069,0.29959693223660466,3.959014258554886,4.481148824184487,4.220081541369686,0,-6.0,0,0
1000000,3600.0,8,9,6,13,4,"[668,752,780,3330,1814,2037]","[752,780,3330,1814,2037,263]",2037,263,0.3229474998796069,0.29234214904689104,3.959014258554886,4.643370707926711,4.301192483240799,0,-7.0,0,0
1000000,3600.0,8,9,7,5,0,"[668,752,780,3330,1814,1865,805]","[752,780,3330,1814,1865,805,2852]",805,2852,0.22211102110806535,0.14718515997175705,6.213786470003701,7.88917965773865,7.051483063871175,0,-5.0,1,0
1000000,3600.0,8,9,7,12,1,"[668,752,780,1218,1348,3554,2308]","[752,780,1218,1348,3554,2308,2730]",2308,2730,0.31275099495829584,0.2679415293834054,4.187015039924513,5.188985150533431,4.688000095228973,0,-6.0,0,0
1000000,3600.0,8,9,7,3,2,"[668,752,780,1218,1348,3554,1128]","[752,780,1218,1348,3554,1128,983]",1128,983,0.3151976978238472,0.3049226045815753,4.132305100643349,4.362063170292037,4.247184135467693,0,-7.0,0,1
1000000,3600.0,8,9,7,14,3,"[668,752,780,1218,1348,3554,1128]","[752,780,1218,1348,3554,1128,2795]",1128,2795,0.3151976978238472,0.2730006675999016,4.132305100643349,5.075859380936905,4.604082240790127,0,-7.0,0,0
1000000,3600.0,8,9,7,15,4,"[668,752,780,1218,1348,3554,2308]","[752,780,1218,1348,3554,1128,983]",2308,983,0.31275099495829584,0.3049226045815753,4.187015039924513,4.362063170292037,4.274539105108276,0,-7.0,0,0
1000000,3600.0,8,9,7,11,5,"[668,752,780,3330,1814,2037,965]","[752,780,3330,1814,2037,965,267]",965,267,0.29959693223660466,0.2832112368326135,4.481148824184487,4.847544112003788,4.664346468094138,0,-8.0,0,0
1000000,3600.0,8,9,7,16,6,"[668,752,780,3330,1814,2037,965]","[752,780,3330,1814,2037,965,311]",965,311,0.29959693223660466,0.19735652809466375,4.481148824184487,6.767313761268796,5.624231292726642,0,-8.0,0,0
1000000,3600.0,8,9,7,13,7,"[668,752,780,3330,1814,2037,263]","[752,780,3330,1814,2037,263,2003]",263,2003,0.29234214904689104,0.28568593220941063,4.643370707926711,4.79220824114256,4.717789474534635,0,-10.0,0,0
1000000,3600.0,8,9,8,5,0,"[668,752,780,3330,1814,1865,805,2852]","[752,780,3330,1814,1865,805,2852,560]",2852,560,0.14718515997175705,0.11365680885074123,7.88917965773865,8.638896380539377,8.264038019139013,0,-6.0,1,0
1000000,3600.0,8,9,8,17,1,"[668,752,780,3330,1814,1865,805,2852]","[752,780,3330,1814,1865,805,2852,1600]",2852,1600,0.14718515997175705,0.11042151720333673,7.88917965773865,8.711239701045715,8.300209679392182,0,-6.0,0,0
1000000,3600.0,8,9,8,14,2,"[668,752,780,1218,1348,3554,1128,2795]","[752,780,1218,1348,3554,1128,2795,1163]",2795,1163,0.2730006675999016,0.10990722327539151,5.075859380936905,8.722739662878723,6.899299521907815,0,-9.0,0,0
1000000,3600.0,8,9,8,18,3,"[668,752,780,1218,1348,3554,1128,2795]","[752,780,1218,1348,3554,1128,2795,3480]",2795,3480,0.2730006675999016,0.19985991665001152,5.075859380936905,6.71133629143027,5.893597836183587,0,-9.0,0,0
1000000,3600.0,8,9,8,3,4,"[668,752,780,1218,1348,3554,1128,983]","[752,780,1218,1348,3554,1128,983,920]",983,920,0.3049226045815753,0.24604884277194936,4.362063170292037,5.678520505266582,5.02029183777931,0,-10.0,0,0
1000000,3600.0,8,9,8,19,5,"[668,752,780,1218,1348,3554,1128,983]","[752,780,1218,1348,3554,1128,983,2418]",983,2418,0.3049226045815753,0.27726195890815175,4.362063170292037,4.9805740105651415,4.671318590428589,0,-10.0,0,1
1000000,3600.0,8,9,8,11,6,"[668,752,780,3330,1814,2037,965,267]","[752,780,3330,1814,2037,965,267,702]",267,702,0.2832112368326135,0.1877455383897294,4.847544112003788,6.982222024381635,5.914883068192712,0,-10.0,0,0
1000000,3600.0,8,9,8,20,7,"[668,752,780,3330,1814,2037,965,267]","[752,780,3330,1814,2037,965,267,2261]",267,2261,0.2832112368326135,0.1474671934151267,4.847544112003788,7.882873198225622,6.365208655114705,0,-10.0,0,0
1000000,3600.0,8,9,9,18,0,"[668,752,780,1218,1348,3554,1128,2795,3480]","[752,780,1218,1348,3554,1128,2795,3480,1911]",3480,1911,0.19985991665001152,0.18829786407907223,6.71133629143027,6.969871646510735,6.840603968970504,0,-10.0,1,0
1000000,3600.0,8,9,9,3,1,"[668,752,780,1218,1348,3554,1128,983,920]","[752,780,1218,1348,3554,1128,983,920,686]",920,686,0.24604884277194936,0.19874762365306498,5.678520505266582,6.7362079189509645,6.207364212108773,0,-12.0,0,0
1000000,3600.0,8,9,9,21,2,"[668,752,780,1218,1348,3554,1128,983,920]","[752,780,1218,1348,3554,1128,983,920,3444]",920,3444,0.24604884277194936,0.20298902610200031,5.678520505266582,6.64136727699343,6.159943891130006,0,-12.0,0,0
1000000,3600.0,8,9,9,19,3,"[668,752,780,1218,1348,3554,1128,983,2418]","[752,780,1218,1348,3554,1128,983,2418,909]",2418,909,0.27726195890815175,0.2491936290381593,4.9805740105651415,5.608200946607051,5.294387478586096,0,-12.0,0,1
1000000,3600.0,8,9,10,18,0,"[668,752,780,1218,1348,3554,1128,2795,3480,1911]","[752,780,1218,1348,3554,1128,2795,3480,1911,1038]",1911,1038,0.18829786407907223,0.1086986848757222,6.969871646510735,8.749763403029517,7.859817524770126,0,-12.0,1,0
1000000,3600.0,8,9,10,22,1,"[668,752,780,1218,1348,3554,1128,2795,3480,1911]","[752,780,1218,1348,3554,1128,2795,3480,1911,2354]",1911,2354,0.18829786407907223,0.12023369409328041,6.969871646510735,8.491832755714048,7.730852201112392,0,-12.0,0,0
1000000,3600.0,8,9,10,3,2,"[668,752,780,1218,1348,3554,1128,983,920,686]","[752,780,1218,1348,3554,1128,983,920,686,924]",686,924,0.19874762365306498,0.11307962889855416,6.7362079189509645,8.65180251662278,7.694005217786873,0,-13.0,0,0
1000000,3600.0,8,9,10,23,3,"[668,752,780,1218,1348,3554,1128,983,920,686]","[752,780,1218,1348,3554,1128,983,920,686,1097]",686,1097,0.19874762365306498,0.14572095690720707,6.7362079189509645,7.9219202335906225,7.329064076270794,0,-13.0,0,0
1000000,3600.0,8,9,10,19,4,"[668,752,780,1218,1348,3554,1128,983,2418,909]","[752,780,1218,1348,3554,1128,983,2418,909,2407]",909,2407,0.2491936290381593,0.20666489218822567,5.608200946607051,6.559172412543569,6.08368667957531,0,-13.0,0,0
1000000,3600.0,8,9,10,24,5,"[668,752,780,1218,1348,3554,1128,983,2418,909]","[752,780,1218,1348,3554,1128,983,2418,909,2465]",909,2465,0.2491936290381593,0.21627145731540026,5.608200946607051,6.3443630859971565,5.976282016302104,0,-13.0,0,1
1000000,3600.0,8,9,11,19,0,"[668,752,780,1218,1348,3554,1128,983,2418,909,2407]","[752,780,1218,1348,3554,1128,983,2418,909,2407,2327]",2407,2327,0.20666489218822567,0.12046931424706216,6.559172412543569,8.4865641289068,7.522868270725185,0,-14.0,1,0
1000000,3600.0,8,9,11,24,1,"[668,752,780,1218,1348,3554,1128,983,2418,909,2465]","[752,780,1218,1348,3554,1128,983,2418,909,2465,1544]",2465,1544,0.21627145731540026,0.1751318975010254,6.3443630859971565,7.264271609090764,6.804317347543961,0,-14.0,0,1
1000000,3600.0,8,9,12,24,0,"[668,752,780,1218,1348,3554,1128,983,2418,909,2465,1544]","[752,780,1218,1348,3554,1128,983,2418,909,2465,1544,691]",1544,691,0.1751318975010254,0.1365099196912553,7.264271609090764,8.12788528717211,7.696078448131437,0,-15.0,1,1
1000000,3600.0,8,11,1,0,0,[814],[1218],814,1218,0.4741480872203665,0.3613142492642369,0.5780663432365605,3.101107661557578,1.8395870023970686,0,0.0,1,1
1000000,3600.0,8,11,2,0,0,"[814,1218]","[1218,71]",1218,71,0.3613142492642369,0.2992127050529073,3.101107661557578,4.489740405199993,3.795424033378786,0,0.0,1,0
1000000,3600.0,8,11,2,1,1,"[814,1218]","[1218,1348]",1218,1348,0.3613142492642369,0.35548304591194246,3.101107661557578,3.2314973324211276,3.1663024969893523,0,0.0,0,0
1000000,3600.0,8,11,2,2,2,"[814,3325]","[1218,1348]",3325,1348,0.47178766639299397,0.35548304591194246,0.6308469574916733,3.2314973324211276,1.9311721449564005,0,0.0,0,1
1000000,3600.0,8,11,3,0,0,"[814,1218,71]","[1218,71,612]",71,612,0.2992127050529073,0.17687811487266514,4.489740405199993,7.22522500162599,5.857482703412992,0,0.0,1,0
1000000,3600.0,8,11,3,3,1,"[814,1218,71]","[1218,71,2003]",71,2003,0.2992127050529073,0.28568593220941063,4.489740405199993,4.79220824114256,4.640974323171276,0,0.0,0,0
1000000,3600.0,8,11,3,4,2,"[814,1218,71]","[1218,71,3053]",71,3053,0.2992127050529073,0.11136924338057261,4.489740405199993,8.69004789948216,6.589894152341076,0,0.0,0,0
1000000,3600.0,8,11,3,1,3,"[814,1218,1348]","[1218,1348,275]",1348,275,0.35548304591194246,0.3058854383395189,3.2314973324211276,4.340533552954102,3.7860154426876154,0,0.0,0,0
1000000,3600.0,8,11,3,5,4,"[814,1218,1348]","[1218,1348,320]",1348,320,0.35548304591194246,0.13318604793990788,3.2314973324211276,8.20220931901715,5.716853325719139,0,0.0,0,0
1000000,3600.0,8,11,3,6,5,"[814,1218,1348]","[1218,1348,1741]",1348,1741,0.35548304591194246,0.1890642363877537,3.2314973324211276,6.952735040727883,5.092116186574505,0,0.0,0,0
1000000,3600.0,8,11,3,7,6,"[814,1218,1348]","[1218,1348,2382]",1348,2382,0.35548304591194246,0.3083514307623705,3.2314973324211276,4.285392286059147,3.758444809240137,0,0.0,0,1
1000000,3600.0,8,11,3,8,7,"[814,1218,1348]","[1218,1348,2960]",1348,2960,0.35548304591194246,0.25611977771919153,3.2314973324211276,5.453327553876465,4.342412443148797,0,0.0,0,0
1000000,3600.0,8,11,4,8,0,"[814,1218,1348,2960]","[1218,1348,2960,88]",2960,88,0.25611977771919153,0.14410367658343734,5.453327553876465,7.958083721016842,6.705705637446655,0,-2.0,1,0
1000000,3600.0,8,11,4,9,1,"[814,1218,1348,2960]","[1218,1348,2960,2046]",2960,2046,0.25611977771919153,0.2195958037763019,5.453327553876465,6.270028439323788,5.861677996600126,0,-2.0,0,1
1000000,3600.0,8,11,5,8,0,"[814,1218,1348,2960,88]","[1218,1348,2960,88,3292]",88,3292,0.14410367658343734,0.12015562168852664,7.958083721016842,8.49357850775601,8.225831114386427,0,-4.0,1,0
1000000,3600.0,8,11,5,10,1,"[814,1218,1348,2960,2046]","[1218,1348,2960,88,3292]",2046,3292,0.2195958037763019,0.12015562168852664,6.270028439323788,8.49357850775601,7.3818034735399,0,-4.0,0,0
1000000,3600.0,8,11,5,9,2,"[814,1218,1348,2960,2046]","[1218,1348,2960,2046,475]",2046,475,0.2195958037763019,0.18335043307461582,6.270028439323788,7.08049956691028,6.675264003117035,0,-4.0,0,1
1000000,3600.0,8,11,6,9,0,"[814,1218,1348,2960,2046,475]","[1218,1348,2960,2046,475,1160]",475,1160,0.18335043307461582,0.12824865469883845,7.08049956691028,8.312612788203943,7.696556177557112,0,-6.0,1,1
1000000,3600.0,8,11,6,11,1,"[814,1218,1348,2960,2046,475]","[1218,1348,2960,2046,475,3572]",475,3572,0.18335043307461582,0.10105604699529588,7.08049956691028,8.920657981309999,8.000578774110139,0,-6.0,0,0
1000000,3600.0,8,16,1,0,0,[2053],[2689],2053,2689,0.3519003062134998,0.32210982467125177,3.311609827535176,3.9777452456443707,3.6446775365897732,0,0.0,1,1
1000000,3600.0,8,16,2,0,0,"[2053,2689]","[2689,130]",2689,130,0.32210982467125177,0.18659169228966996,3.9777452456443707,7.008022807534694,5.4928840265895325,0,0.0,1,0
1000000,3600.0,8,16,2,1,1,"[2053,2689]","[2689,254]",2689,254,0.32210982467125177,0.14956151798878345,3.9777452456443707,7.836042677089174,5.906893961366773,0,0.0,0,0
1000000,3600.0,8,16,2,2,2,"[2053,2689]","[2689,272]",2689,272,0.32210982467125177,0.2713359236989637,3.9777452456443707,5.113084186213158,4.545414715928764,0,0.0,0,1
1000000,3600.0,8,16,2,3,3,"[2053,2689]","[2689,920]",2689,920,0.32210982467125177,0.24604884277194936,3.9777452456443707,5.678520505266582,4.828132875455477,0,0.0,0,0
1000000,3600.0,8,16,2,4,4,"[2053,2689]","[2689,1381]",2689,1381,0.32210982467125177,0.24716540270059745,3.9777452456443707,5.653553466252489,4.8156493559484295,0,0.0,0,0
1000000,3600.0,8,16,2,5,5,"[2053,2689]","[2689,2327]",2689,2327,0.32210982467125177,0.12046931424706216,3.9777452456443707,8.4865641289068,6.232154687275585,0,0.0,0,0
1000000,3600.0,8,16,2,6,6,"[2053,2689]","[2689,2465]",2689,2465,0.32210982467125177,0.21627145731540026,3.9777452456443707,6.3443630859971565,5.161054165820763,0,0.0,0,0
1000000,3600.0,8,16,2,7,7,"[2053,2689]","[2689,2730]",2689,2730,0.32210982467125177,0.2679415293834054,3.9777452456443707,5.188985150533431,4.5833651980889005,0,0.0,0,0
1000000,3600.0,8,16,3,0,0,"[2053,2689,130]","[2689,130,61]",130,61,0.18659169228966996,0.15261665530670504,7.008022807534694,7.767727729854483,7.387875268694589,0,0.0,1,0
1000000,3600.0,8,16,3,8,1,"[2053,2689,130]","[2689,130,320]",130,320,0.18659169228966996,0.13318604793990788,7.008022807534694,8.20220931901715,7.605116063275922,0,0.0,0,0
1000000,3600.0,8,16,3,9,2,"[2053,2689,272]","[2689,130,320]",272,320,0.2713359236989637,0.13318604793990788,5.113084186213158,8.20220931901715,6.657646752615154,0,0.0,0,0
1000000,3600.0,8,16,3,10,3,"[2053,2689,1381]","[2689,130,320]",1381,320,0.24716540270059745,0.13318604793990788,5.653553466252489,8.20220931901715,6.927881392634819,0,0.0,0,0
1000000,3600.0,8,16,3,2,4,"[2053,2689,272]","[2689,272,2960]",272,2960,0.2713359236989637,0.25611977771919153,5.113084186213158,5.453327553876465,5.283205870044812,0,0.0,0,1
1000000,3600.0,8,16,3,3,5,"[2053,2689,920]","[2689,920,686]",920,686,0.24604884277194936,0.19874762365306498,5.678520505266582,6.7362079189509645,6.207364212108773,0,0.0,0,0
1000000,3600.0,8,16,3,11,6,"[2053,2689,920]","[2689,920,1544]",920,1544,0.24604884277194936,0.1751318975010254,5.678520505266582,7.264271609090764,6.471396057178674,0,0.0,0,0
1000000,3600.0,8,16,3,12,7,"[2053,2689,920]","[2689,920,3444]",920,3444,0.24604884277194936,0.20298902610200031,5.678520505266582,6.64136727699343,6.159943891130006,0,0.0,0,0
1000000,3600.0,8,16,4,2,0,"[2053,2689,272,2960]","[2689,272,2960,2046]",2960,2046,0.25611977771919153,0.2195958037763019,5.453327553876465,6.270028439323788,5.861677996600126,0,-2.0,1,1
1000000,3600.0,8,16,4,13,1,"[2053,2689,272,2960]","[2689,272,2960,88]",2960,88,0.25611977771919153,0.14410367658343734,5.453327553876465,7.958083721016842,6.705705637446655,0,-3.0,0,0
1000000,3600.0,8,16,5,2,0,"[2053,2689,272,2960,2046]","[2689,272,2960,2046,475]",2046,475,0.2195958037763019,0.18335043307461582,6.270028439323788,7.08049956691028,6.675264003117035,0,-3.0,1,1
1000000,3600.0,8,16,5,14,1,"[2053,2689,272,2960,2046]","[2689,272,2960,2046,924]",2046,924,0.2195958037763019,0.11307962889855416,6.270028439323788,8.65180251662278,7.460915477973285,0,-3.0,0,0
1000000,3600.0,8,16,5,15,2,"[2053,2689,272,2960,2046]","[2689,272,2960,2046,1097]",2046,1097,0.2195958037763019,0.14572095690720707,6.270028439323788,7.9219202335906225,7.095974336457206,0,-3.0,0,0
1000000,3600.0,8,16,5,16,3,"[2053,2689,272,2960,2046]","[2689,272,2960,2046,3292]",2046,3292,0.2195958037763019,0.12015562168852664,6.270028439323788,8.49357850775601,7.3818034735399,0,-4.0,0,0
1000000,3600.0,8,16,5,17,4,"[2053,2689,272,2960,88]","[2689,272,2960,2046,3292]",88,3292,0.14410367658343734,0.12015562168852664,7.958083721016842,8.49357850775601,8.225831114386427,0,-5.0,0,0
1000000,3600.0,8,16,6,2,0,"[2053,2689,272,2960,2046,475]","[2689,272,2960,2046,475,1160]",475,1160,0.18335043307461582,0.12824865469883845,7.08049956691028,8.312612788203943,7.696556177557112,0,-4.0,1,1
1000000,3600.0,8,16,6,18,1,"[2053,2689,272,2960,2046,475]","[2689,272,2960,2046,475,3572]",475,3572,0.18335043307461582,0.10105604699529588,7.08049956691028,8.920657981309999,8.000578774110139,0,-4.0,0,0
1000000,3600.0,8,19,1,0,0,[2077],[1367],2077,1367,1.286436658439968,1.214110866223662,17.585258282695523,15.968004403473666,16.776631343084595,0,0.0,1,1
1000000,3600.0,8,19,2,0,0,"[2077,728]","[1367,704]",728,704,1.2924835700013055,1.2282697845262422,17.72047133574632,16.28460744159802,17.002539388672172,0,0.0,1,0
1000000,3600.0,8,19,2,1,1,"[2077,1367]","[1367,173]",1367,173,1.214110866223662,1.134571841333479,15.968004403473666,14.1894577382887,15.078731070881183,0,0.0,0,0
1000000,3600.0,8,19,2,2,2,"[2077,1367]","[1367,410]",1367,410,1.214110866223662,1.130690385857322,15.968004403473666,14.102665755325441,15.035335079399553,0,0.0,0,0
1000000,3600.0,8,19,2,3,3,"[2077,1367]","[1367,704]",1367,704,1.214110866223662,1.2282697845262422,15.968004403473666,16.28460744159802,16.126305922535845,0,0.0,0,0
1000000,3600.0,8,19,2,4,4,"[2077,1367]","[1367,1254]",1367,1254,1.214110866223662,1.2822174549714518,15.968004403473666,17.49091402503047,16.729459214252067,0,0.0,0,0
1000000,3600.0,8,19,2,5,5,"[2077,1367]","[1367,2061]",1367,2061,1.214110866223662,0.4938017489459934,15.968004403473666,0.13859710698368524,7.91470364824499,1,0.0,0,1
1000000,3600.0,8,19,2,6,6,"[2077,1367]","[1367,2537]",1367,2537,1.214110866223662,1.160482154220837,15.968004403473666,14.768829947632911,15.368417175553288,0,0.0,0,0
1000000,3600.0,8,19,2,7,7,"[2077,1563]","[1367,704]",1563,704,1.2632739489257645,1.2282697845262422,17.06732435252712,16.28460744159802,16.67596589706257,0,0.0,0,0
1000000,3600.0,8,19,3,0,0,"[2077,728,704]","[1367,704,91]",704,91,1.2282697845262422,1.2667658209819783,16.28460744159802,17.14540498539138,16.7150062134947,0,0.0,1,0
1000000,3600.0,8,19,3,8,1,"[2077,728,704]","[1367,704,1282]",704,1282,1.2282697845262422,1.0144010865889688,16.28460744159802,11.502357973126896,13.893482707362459,0,0.0,0,0
1000000,3600.0,8,19,3,9,2,"[2077,728,704]","[1367,704,1283]",704,1283,1.2282697845262422,1.1360271702398865,16.28460744159802,14.221999881932176,15.253303661765099,0,0.0,0,0
1000000,3600.0,8,19,3,10,3,"[2077,728,704]","[1367,704,2012]",704,2012,1.2282697845262422,1.1799993171048402,16.28460744159802,15.20524697699858,15.744927209298302,0,0.0,0,0
1000000,3600.0,8,19,3,11,4,"[2077,728,704]","[1367,704,3541]",704,3541,1.2282697845262422,1.253378342084853,16.28460744159802,16.84605185677822,16.56532964918812,0,0.0,0,0
1000000,3600.0,8,19,3,1,5,"[2077,1367,173]","[1367,173,614]",173,614,1.134571841333479,1.2024137023218389,14.1894577382887,15.706447867189336,14.947952802739017,0,0.0,0,0
1000000,3600.0,8,19,3,12,6,"[2077,1367,173]","[1367,173,688]",173,688,1.134571841333479,0.7895799107011517,14.1894577382887,6.475203652460941,10.33233069537482,0,0.0,0,1
1000000,3600.0,8,19,3,13,7,"[2077,1367,173]","[1367,173,1507]",173,1507,1.134571841333479,0.9850045946688468,14.1894577382887,10.845032430792736,12.51724508454072,0,0.0,0,0
1000000,3600.0,8,19,4,13,0,"[2077,1367,173,1507]","[1367,173,1507,851]",1507,851,0.9850045946688468,0.9693957072600996,10.845032430792736,10.496007097801742,10.67051976429724,0,-3.0,1,1
1000000,3600.0,8,19,5,13,0,"[2077,1367,173,1507,851]","[1367,173,1507,851,469]",851,469,0.9693957072600996,0.8634598459649188,10.496007097801742,8.12720922669161,9.311608162246676,0,-5.0,1,1
1000000,3600.0,8,19,6,13,0,"[2077,1367,173,1507,851,469]","[1367,173,1507,851,469,821]",469,821,0.8634598459649188,0.8145609245553476,8.12720922669161,7.0337961037094,7.5805026652005045,0,-6.0,1,1
1000000,3600.0,8,19,7,13,0,"[2077,1367,173,1507,851,469,821]","[1367,173,1507,851,469,821,620]",821,620,0.8145609245553476,0.6214583532574869,7.0337961037094,2.715891343189237,4.8748437234493185,0,-7.0,1,1
1000000,3600.0,8,19,7,14,1,"[2077,1367,173,1507,851,469,821]","[1367,173,1507,851,469,821,3427]",821,3427,0.8145609245553476,0.7121184808822486,7.0337961037094,4.743113425366975,5.888454764538186,0,-7.0,0,0
1000000,3600.0,8,19,7,15,2,"[2077,1367,173,1507,851,469,821]","[1367,173,1507,851,469,821,1188]",821,1188,0.8145609245553476,0.8037305913270345,7.0337961037094,6.791622490534572,6.912709297121986,0,-8.0,0,0
1000000,3600.0,8,19,7,16,3,"[2077,1367,173,1507,851,469,821]","[1367,173,1507,851,469,821,2350]",821,2350,0.8145609245553476,0.7750831877954951,7.0337961037094,6.151047073780676,6.5924215887450375,0,-8.0,0,0
1000000,3600.0,8,19,8,13,0,"[2077,1367,173,1507,851,469,821,620]","[1367,173,1507,851,469,821,620,2804]",620,2804,0.6214583532574869,0.23873757033754864,2.715891343189237,5.842005526919987,1.5630570918653752,1,-8.0,1,1
1000000,3600.0,8,19,8,14,1,"[2077,1367,173,1507,851,469,821,3427]","[1367,173,1507,851,469,821,3427,697]",3427,697,0.7121184808822486,0.6860374047240858,4.743113425366975,4.159922833206964,4.4515181292869705,0,-8.0,0,0
1000000,3600.0,8,19,8,15,2,"[2077,1367,173,1507,851,469,821,1188]","[1367,173,1507,851,469,821,1188,1675]",1188,1675,0.8037305913270345,0.7883427322619506,6.791622490534572,6.447539501557433,6.619580996046001,0,-10.0,0,0
1000000,3600.0,8,19,8,17,3,"[2077,1367,173,1507,851,469,821,1188]","[1367,173,1507,851,469,821,1188,942]",1188,942,0.8037305913270345,0.8235901631893523,6.791622490534572,7.235696017416418,7.013659253975495,0,-11.0,0,0
